table_code,city,table_nbr,place_let,gender,pol_interest ,occupation,partic_past,responsabilite_pol ,grand_débat,rens_pre_eco ,rens_pre_dem ,rens_pre_fis ,rens_pre_etat ,theme,int_pre_eco ,int_pre_dem ,int_pre_fis ,int_pre_etat ,int_post_eco ,int_post_dem ,int_post_fis ,int_post_etat ,know_pre_eco ,know_pre_dem ,know_pre_fis ,know_pre_etat ,know_post_eco ,know_post_dem ,know_post_fis ,know_post_etat ,cx_pre_eco ,cx_pre_dem ,cx_pre_fis ,cx_pre_etat ,cx_post_eco ,cx_post_dem ,cx_post_fis ,cx_post_etat ,conf_trans_pre ,conf_trans_post ,conf_prise_pre ,conf_prise_post ,temps_exp_pre,oser_pre,ecoute_pre,perso_pre,sincere_pre,diff_op_pre,revendic_pre,diff_consensus_pre,change_avis_pre,respect_pre,concret_pre,discuss_pre,desaccord_aime_pre,desaccord_stimule_pre,homogen_pre,confiance_pre,temps_exp_post,oser_post,ecoute_post,perso_post,sincere_post,diff_op_post,revendic_post,diff_consensus_post,change_avis_post,respect_post,concret_post,discuss_post,desaccord_aime_post,desaccord_stimule_post,homogen_post,confiance_post,chgt_avis,deplu_quali,surplis_quali,sat_level_gen,sat_level_rythme,sat_level_exp,sat_level_info,sat_level_qual,doubl,appris,systematisation,double_answer,theme_diff,
TOU5,toulouse,5,E,1,8,intermediaire,0,0,1,5,5,0,5,DC,10,10,9,10,10,10,10,10,5,7,2,5,7,7,7,5,2,6,1,1,4,7,3,4,5,6,5,6,5,0,0,0,5,10,0,4,1,9,5,10,1,10,0,5,8,0,0,0,10,5,0,6,0,10,5,10,0,10,0,9,0,"l'intervention, de, la, ministre, discours","la, solidarite, et, la, volonte, de, faire, avancer, les, choses, dans, le, respect, de, tous, pour, tous",7,6,6,7,10,7,8,10,0,0,
TOU5,toulouse,5,F,1,6,emp_qualifie,0,0,0,3,3,3,3,DC,7,5,8,10,6,6,8,9,6,6,6,8,6,8,7,7,7,3,6,9,6,6,6,6,8,7,7,7,5,5,3,3,7,8,4,8,5,8,5,8,4,8,3,8,6,8,6,NA,8,5,3,8,6,9,5,7,9,9,2,4,0,"presse, par, le, temps","l'implication, des, personnes, la, connaisance, de, chacun",7,4,7,7,9,9,6,9,0,0,
TOU5,toulouse,5,G,0,7,cadre,2,1,0,6,7,6,7,DC,9,9,10,10,7,9,6,7,7,6,7,6,5,5,5,5,10,10,10,10,10,10,10,7,7,5,10,7,10,7,5,5,9,6,6,7,5,5,5,9,7,8,2,5,6,3,2,2,5,5,5,5,4,7,5,6,2,7,4,7,0,ras,"le, deroulement, des, echanges, et, l'avancement, des, differents, aterliers",7,8,7,5,9,7,7,7,0,0,
TOU6,toulouse,6,A,0,8,cadre,0,0,1,0,0,0,0,DC,5,7,7,7,5,10,10,9,3,4,3,3,2,5,4,4,8,8,8,8,8,4,4,6,8,8,8,7,9,4,2,4,9,8,8,5,3,2,9,9,3,8,3,2,9,3,2,7,9,6,6,2,2,10,7,9,2,7,3,8,0,NA,NA,9,8,8,6,8,10,7,8,0,0,
TOU6,toulouse,6,B,1,5,fonctionnaire,0,0,0,1,1,1,1,DC,7,7,7,8,7,6,6,6,3,3,3,5,3,3,3,3,8,8,8,8,9,9,9,9,8,7,5,4,5,5,2,2,9,5,4,5,6,8,5,8,6,8,8,8,5,0,2,2,5,8,8,2,0,0,0,5,5,5,1,6,0,NA,"echanges, rencontres",6,NA,6,6,NA,7,5,8,0,0,
TOU6,toulouse,6,C,1,7,cadre,0,0,1,6,0,4,0,DC,10,5,5,8,10,2,2,0,6,3,3,3,6,NA,1,NA,10,10,10,10,7,7,10,1,8,8,6,8,5,0,0,0,10,7,7,2,1,9,5,10,2,8,2,10,6,3,2,0,10,8,4,7,8,10,3,7,3,8,2,8,0,NA,"l'ecoute, la, convivialite, et, la, motivation, de, tous",8,10,6,9,7,10,6,10,0,0,
TOU6,toulouse,6,D,0,NA,cadre,2,0,0,5,5,5,5,DC,10,7,8,5,8,10,8,8,8,8,8,8,8,8,8,8,10,10,10,10,5,5,8,7,10,10,5,5,5,0,7,7,8,8,5,10,8,6,3,8,3,7,3,7,10,0,2,2,8,8,8,2,3,10,5,8,2,8,4,7,0,rien,"bonne, conduite, des, debats, pour, arriver, a, des, propositions, concretes",7,8,7,7,8,8,5,5,0,1,
TOU6,toulouse,6,E,1,NA,NA,1,0,3,5,10,7,NA,DC,8,10,10,8,10,10,8,8,5,10,6,NA,7,10,6,6,10,7,10,10,6,8,6,6,5,3,3,3,8,8,6,10,6,10,8,8,7,7,5,10,8,8,NA,7,5,5,5,8,8,7,6,5,5,5,0,5,5,4,5,3,0,NA,NA,1,5,4,4,5,4,3,5,0,0,
TOU6,toulouse,6,F,1,8,artisan,2,0,0,3,5,5,6,DC,4,6,10,10,5,10,10,10,3,5,4,4,4,6,NA,NA,3,5,5,6,3,7,8,7,4,5,5,5,10,4,4,4,3,5,6,5,3,8,4,9,9,10,0,9,8,0,5,5,10,NA,6,7,4,8,4,8,4,6,2,8,1,NA,NA,9,9,9,4,8,6,5,10,0,0,
TOU7,toulouse,7,A,1,1,emp_qualifie,1,0,0,0,0,0,0,DC,5,5,5,5,6,9,6,6,5,5,5,5,6,7,6,7,5,5,5,5,5,5,5,5,8,7,10,7,5,3,2,2,8,8,5,2,2,8,8,8,1,9,1,9,8,3,3,8,8,8,5,3,3,9,5,9,2,9,2,9,0,"le, temps","les, differentes, rencontres",9,5,9,9,9,9,8,10,0,0,
TOU7,toulouse,7,B,0,7,cadre,0,0,0,0,0,0,0,DC,10,8,8,8,10,10,10,10,3,0,7,8,6,8,2,8,5,5,5,5,NA,NA,7,6,8,9,5,6,7,0,2,1,6,NA,2,7,3,9,5,7,1,5,0,7,10,1,1,1,10,4,1,NA,NA,10,7,7,2,NA,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
TOU7,toulouse,7,C,1,7,cadre,0,0,0,0,0,0,0,DC,6,6,5,7,7,8,3,8,2,4,1,6,5,5,2,8,7,7,10,7,8,7,9,4,7,8,7,6,8,5,5,5,6,7,0,7,7,7,3,7,8,6,7,8,8,0,0,1,9,7,7,1,1,10,5,6,3,7,5,8,0,"les, propositions, limitees","la, qualite, des, echanges",8,8,8,8,10,9,7,8,0,0,
TOU7,toulouse,7,D,0,10,retraite,3,1,1,0,2,0,0,DC,7,9,10,10,7,9,9,9,7,8,10,10,6,8,10,10,5,5,5,5,8,8,9,8,8,8,8,8,8,8,2,0,8,8,3,5,5,7,5,8,7,6,5,8,7,2,2,2,9,8,6,7,3,8,7,9,3,8,3,8,0,NA,NA,9,8,8,6,8,8,6,10,0,0,
TOU7,toulouse,7,E,0,10,artisan,0,0,0,0,0,0,0,DC,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,10,10,10,10,10,7,6,7,7,0,3,3,8,5,5,6,4,10,8,10,0,10,0,5,10,0,2,0,8,2,5,7,3,9,7,10,0,10,0,4,NA,NA,NA,8,8,8,8,8,10,10,10,0,0,
TOU7,toulouse,7,F,0,9,cadre,2,0,1,5,5,5,5,DC,9,8,9,6,9,8,5,3,8,5,8,5,8,7,7,4,6,5,9,5,9,9,5,5,8,8,5,7,8,3,2,2,8,10,2,4,3,8,5,10,0,10,0,5,7,2,2,7,8,8,5,5,3,8,5,9,2,9,5,7,0,"le, manque, de, temps, pour, tout, traiter",NA,8,7,8,8,7,7,7,10,0,0,
TOU8,toulouse,8,A,1,7,intermediaire,0,0,0,5,5,5,5,DC,10,10,10,10,6,10,10,10,5,5,5,5,7,7,7,7,5,5,5,5,5,5,5,5,9,5,2,4,10,5,5,5,9,9,2,9,5,10,1,4,4,9,2,9,8,8,0,0,9,9,5,5,9,9,1,10,1,10,1,1,0,NA,"avoir, ete, selectionnee, pour, debattre, principalement, sur, un, seul, debat",5,9,9,8,9,9,5,5,0,0,
TOU8,toulouse,8,B,1,8,retraite,2,0,0,0,0,0,0,DC,6,7,8,9,8,9,9,9,6,6,6,7,7,7,7,7,6,7,7,NA,7,8,7,7,7,7,7,7,5,5,5,4,5,5,2,5,4,8,6,5,5,3,3,8,8,7,7,3,10,8,7,NA,2,9,6,7,9,2,7,7,0,"le, bruit, difficile, de, se, concentrer","le, professionnalisme",9,8,9,9,9,7,8,6,0,0,
TOU8,toulouse,8,C,1,7,cadre,0,0,0,0,0,0,0,DC,5,10,10,10,5,8,7,9,5,5,5,5,5,6,6,5,8,8,9,8,6,8,8,7,9,8,9,6,9,1,1,6,3,8,7,9,8,9,4,10,1,8,2,9,5,6,4,7,8,3,3,2,4,7,3,8,3,8,6,8,0,"les, echanges, etaient, cibles, les, themes, etaient, reduits","l'heterogeneite, des, groupes, de, reflexion",6,6,6,3,7,8,4,10,0,0,
TOU8,toulouse,8,D,1,8,cadre,0,0,0,8,5,8,8,DC,8,5,8,10,7,9,9,9,5,5,5,5,7,6,7,7,7,10,8,8,5,9,9,9,9,8,5,5,8,0,0,4,2,3,0,5,2,8,3,9,5,7,2,9,7,3,4,3,6,7,5,6,5,8,5,8,3,7,2,5,0,"de, ne, debattre, que, sur, un, theme, la, rapidite, des, temps, d'echanges","l'organisation, efficace",8,5,8,5,8,8,5,8,0,0,
TOU8,toulouse,8,E,0,10,cadre,2,1,1,5,7,6,6,DC,5,10,10,10,NA,NA,NA,NA,5,7,5,6,NA,NA,NA,NA,6,7,7,7,NA,NA,NA,NA,NA,NA,5,NA,6,6,6,6,6,8,8,5,5,7,3,9,0,10,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
TOU8,toulouse,8,F,0,8,retraite,0,0,0,9,7,3,7,DC,10,8,10,8,7,7,8,8,9,6,7,4,9,6,6,7,5,5,5,5,8,8,7,6,5,4,4,4,6,7,6,3,4,6,5,8,5,8,3,7,5,7,5,7,6,3,2,4,8,2,6,2,4,10,3,9,8,6,6,9,0,"le, rythme, trop, rapide","le, convivialite, et, le, respect, de, chacun",7,3,7,6,8,8,6,5,0,0,
TOU8,toulouse,8,G,0,8,retraite,2,1,2,7,4,4,5,DC,8,4,8,5,7,5,5,7,7,3,6,3,8,5,7,3,2,7,8,4,2,7,8,7,6,9,7,7,5,3,5,7,3,9,2,8,8,8,5,8,3,8,2,7,3,1,1,3,7,5,6,5,2,6,5,8,3,8,2,7,1,"le, bruit, dans, la, salle, qui, permet, difficilement, de, se, concentrer","le, panel, des, participants, representait, bien, l'ensemble, des, points, de, vue",6,7,8,5,7,5,5,8,0,1,
TOU9,toulouse,9,A,1,4,cadre,0,0,0,4,4,4,4,TE,9,5,9,5,9,8,8,8,5,5,6,5,9,7,8,7,4,4,4,4,2,4,4,2,8,9,5,7,5,2,7,0,7,7,2,6,2,8,3,6,3,6,2,9,10,0,0,4,9,5,7,1,4,9,9,8,8,5,5,8,0,NA,"tres, bonne, organisation, de, belles, rencontres",10,10,10,10,8,10,8,10,0,0,
TOU9,toulouse,9,B,0,8,intermediaire,0,0,0,0,0,0,0,TE,6,10,10,10,6,9,9,9,3,6,6,6,4,5,5,5,5,5,5,5,7,7,7,7,8,8,8,8,5,0,8,8,9,10,3,8,5,9,8,10,5,10,3,8,9,3,3,3,3,7,1,7,3,10,5,8,3,9,3,7,1,NA,NA,9,9,9,8,9,10,8,5,0,0,
TOU9,toulouse,9,C,1,8,cadre,1,0,0,6,6,6,6,TE,8,8,5,5,9,9,9,8,7,7,5,5,5,5,5,5,3,3,4,4,3,3,3,4,7,10,7,10,5,2,2,2,2,5,3,5,3,5,7,7,5,7,5,5,8,0,0,1,9,9,6,1,2,9,7,7,1,9,4,6,0,NA,"bonne, implication, et, ambiance, agreable, tres, bon, accueil",9,9,9,9,9,9,8,9,0,0,
TOU9,toulouse,9,D,0,7,NA,0,0,0,0,0,0,0,TE,6,9,7,9,4,7,7,7,2,2,2,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,9,9,9,1,1,1,9,8,9,1,6,1,9,1,"trop, rapide","la, simplicite, et, l'enthousiasme, des, participants",9,9,9,9,9,9,9,9,0,0,
TOU9,toulouse,9,E,0,8,retraite,0,0,0,6,5,6,4,TE,8,7,8,7,7,6,7,7,6,5,5,4,7,6,6,6,6,6,6,6,1,2,2,2,8,9,7,9,6,6,7,5,7,7,3,4,5,8,8,8,6,6,5,7,8,1,8,2,9,6,5,2,2,9,8,8,5,8,5,7,0,NA,NA,8,8,8,8,8,8,7,6,0,0,
TOU9,toulouse,9,F,0,8,intermediaire,0,0,0,0,0,0,0,TE,1,5,8,5,1,5,8,5,1,5,5,5,1,5,6,5,6,6,6,6,7,7,9,7,6,4,4,4,10,8,5,3,5,5,1,8,3,8,5,5,8,3,5,7,9,8,2,2,7,7,5,4,2,9,5,5,2,5,2,5,0,"le, tirage, au, sort, du, theme","la, convivialite",6,7,9,6,7,9,5,5,0,0,
TOU9,toulouse,9,G,0,5,cadre,0,0,0,0,0,0,0,TE,8,3,8,5,7,7,7,7,5,2,5,2,7,4,6,4,10,10,10,10,9,9,9,9,8,9,5,8,7,0,0,1,8,7,1,7,1,8,5,8,1,5,5,7,8,0,1,7,8,2,5,2,2,8,5,8,1,8,3,8,0,NA,"qualite, de, la, discussion",9,9,9,5,9,9,8,7,0,0,
TOU10,toulouse,10,A,0,4,cadre,0,0,0,6,1,1,1,TE,10,4,4,4,10,7,6,7,6,4,2,4,7,5,2,4,7,5,10,10,5,7,10,8,8,10,8,10,10,0,0,0,10,10,0,5,10,10,10,10,0,10,0,5,10,0,1,2,10,8,5,2,2,10,7,10,0,10,0,5,0,NA,"methodologie, et, organisation, de, bon, niveau",8,8,8,5,8,10,7,10,0,0,
TOU10,toulouse,10,B,1,2,cadre,0,0,0,4,2,2,2,TE,5,3,2,3,7,6,4,3,3,2,2,2,6,3,3,3,4,8,8,8,3,5,7,6,5,5,5,5,7,3,3,3,7,5,0,3,5,6,5,7,7,5,4,5,7,1,1,1,8,5,7,2,1,9,5,7,6,5,5,5,0,"le, temps, de, restitution","l'effervescence, des, idees, l'integration, des, autres, personnes, leur, implication, l'ambiance, la, richesse, des, echanges",7,7,7,4,6,8,7,9,0,0,
TOU10,toulouse,10,C,0,7,fonctionnaire,0,0,1,4,5,7,7,TE,6,8,9,10,8,7,7,8,6,6,7,8,7,7,6,8,5,7,5,7,6,4,7,7,6,8,4,5,7,2,3,2,8,7,5,6,1,9,3,10,1,9,0,7,7,1,0,0,9,8,5,7,1,10,4,9,NA,2,10,7,0,"pas, de, pause, sur, la, premiere, demi-journee","la, richesse, de, la, production, le, cheminement, et, l'apport, methodologique",9,9,9,4,8,9,8,10,0,0,
TOU10,toulouse,10,D,0,8,retraite,2,0,0,7,6,2,2,TE,7,8,7,6,6,4,5,4,8,7,6,6,7,5,3,5,7,6,6,7,6,6,4,5,5,5,5,5,5,1,5,5,6,4,6,6,4,4,3,6,2,7,2,7,8,0,2,2,7,5,5,2,3,8,2,7,1,6,1,8,0,RAS,"tres, bonne, organisation",8,6,9,7,7,8,4,5,0,0,
TOU10,toulouse,10,E,1,10,NA,0,0,0,0,0,0,0,TE,3,10,10,10,10,10,10,10,1,7,10,4,1,7,10,4,1,10,10,10,7,8,8,8,8,8,3,8,10,5,5,5,5,5,0,5,5,5,5,0,0,0,10,10,8,0,0,0,10,6,0,0,8,0,5,8,4,8,1,8,0,NA,"la, convivialite, et, l'interet, des, participants, a, ce, grand, debate, regionale, l'ecoute, et, le, respect, dans, les, echanges, d'idees",10,10,10,8,10,10,5,8,0,0,
TOU10,toulouse,10,F,0,6,artisan,0,0,0,0,0,0,0,TE,5,6,7,8,8,5,9,7,3,4,4,5,6,6,7,7,4,4,4,4,5,5,5,5,5,6,2,6,10,5,5,5,5,5,5,5,5,10,5,10,5,8,5,8,8,0,0,0,7,5,5,5,0,9,6,9,5,NA,5,9,0,NA,"convivialite, la, diversite, des, personnes",7,10,NA,8,9,9,6,6,0,0,
TOU10,toulouse,10,G,0,6,retraite,0,0,0,0,0,0,0,TE,4,7,5,8,10,10,8,10,3,6,3,6,8,8,6,6,3,3,3,3,8,7,5,7,6,8,7,8,4,5,10,5,10,5,2,8,0,3,8,8,3,3,0,10,10,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
TOU11,toulouse,11,A,0,8,cadre,3,1,2,0,0,0,0,TE,10,10,10,10,4,4,4,4,5,6,5,8,4,4,4,4,7,7,7,7,4,4,4,4,2,4,2,3,5,0,0,0,6,6,5,8,5,10,0,8,0,5,0,5,5,0,6,5,10,8,5,8,7,5,0,7,0,7,0,8,0,"le, manque, d'approfondissement, des, sujets, on, ne, reste, un, peu, a, un, cafe, du, commerce","la, logistique",4,5,6,4,4,6,1,0,0,0,
TOU11,toulouse,11,B,0,7,NA,2,1,2,0,7,7,9,TE,2,7,9,10,2,7,9,10,2,7,5,NA,5,7,5,10,8,5,9,9,9,9,9,9,8,7,6,9,5,0,3,7,9,9,7,6,3,8,5,8,1,8,3,9,8,0,0,4,9,10,5,7,5,9,5,9,1,10,0,9,0,"le, peu, de, temps, sur, des, sujets, si, vastes",NA,8,6,9,7,10,9,8,7,0,0,
TOU11,toulouse,11,C,1,10,cadre,2,1,2,4,9,6,9,TE,5,10,8,10,6,10,8,8,8,9,7,8,7,10,7,9,8,9,8,8,6,7,9,8,8,7,7,7,7,0,7,6,5,7,4,5,6,7,7,8,4,8,4,3,6,0,9,7,9,8,1,8,7,2,4,2,8,4,8,2,0,"travail, tres, difficile, a, ma, table, en, raison, des, differences, d'interets, et, du, manque, de, discipline, des, participants, apartes, cas, particuliers, evoques","excellence, des, relations, entre, les, participants, surtout, entre, les, tables, capacite, de, certains, a, comprendre, le, but, du, grand, debat, un, exercise, de, democratie, participative",8,7,8,8,5,5,6,9,0,0,
TOU11,toulouse,11,D,1,7,cadre,1,1,1,7,7,0,0,TE,10,7,4,4,10,8,2,2,8,6,3,2,8,7,2,2,5,5,5,5,8,8,5,5,2,4,2,3,7,6,6,8,8,7,7,8,8,5,4,6,5,7,5,6,7,6,6,7,NA,8,5,3,5,5,4,7,4,6,6,3,NA,"certaines, choses, trop, anodines, sont, ressorties, pour, agir, contre, l'urgence, climatique","la, methodologie, du, debat, trop, rigide",3,2,4,3,4,5,3,7,0,0,
TOU11,toulouse,11,E,1,10,NA,NA,0,0,8,8,8,NA,TE,9,9,9,9,10,10,8,10,6,6,6,7,8,8,6,10,NA,9,8,NA,8,10,6,10,NA,8,6,5,9,2,2,4,6,6,0,0,3,6,10,9,9,6,0,10,10,0,0,0,10,5,5,3,3,9,10,9,0,10,0,10,0,NA,"l'implication, et, le, serieux",9,10,10,10,10,10,5,10,0,0,
TOU11,toulouse,11,F,0,8,intermediaire,2,0,0,5,7,7,8,TE,5,5,5,8,5,9,7,10,5,5,5,5,5,8,6,8,5,5,5,6,5,8,6,8,5,4,2,5,8,5,5,7,5,6,7,5,0,5,5,9,1,8,0,7,4,2,6,3,4,NA,7,NA,NA,NA,NA,NA,0,NA,0,7,0,"la, methodologie, un, outil, de, communication, et, de, campagne, pour, les, prochaines, elections",NA,7,3,5,5,7,5,6,9,0,0,
TOU11,toulouse,11,G,1,4,retraite,0,0,2,4,4,4,4,TE,9,7,8,7,9,6,9,8,2,2,2,2,5,4,4,4,5,5,5,5,8,NA,NA,NA,5,7,7,6,7,2,2,2,4,6,7,8,2,5,7,7,2,7,2,8,8,0,0,0,0,7,7,2,7,9,3,6,6,6,0,4,0,"de, ne, pouvoir, travailler, que, sur, un, sujet, mais, j'ai, compris, c'etait, organise, ainsi","la, pluralite, tout, le, monde, est, represente",7,4,8,7,8,9,8,6,0,0,
TOU11,toulouse,11,H,0,5,ouv_qualifie,0,0,1,0,0,0,0,TE,6,5,8,9,8,6,9,7,4,1,2,2,6,5,5,4,5,5,5,5,5,5,5,5,8,8,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,NA,7,9,8,3,8,8,10,3,5,3,8,5,4,0,"manque, d'ecoute, et, d'entente, au, sein, du, groupe, manque, de, concentration, dans, le, groupe, sur, les, sujets, debattus","des, questions, interessantes, et, d'actualite, ont, ete, soulevees",4,1,2,6,2,9,5,5,0,0,
TOU12,toulouse,12,B,1,5,emp_non,0,0,0,5,7,5,5,TE,7,9,10,10,10,10,10,10,5,5,5,5,8,8,6,6,9,7,7,5,8,7,8,8,4,8,2,9,10,8,5,4,8,10,5,10,4,10,4,8,7,6,6,4,7,0,0,0,10,2,3,3,4,10,5,5,7,5,5,3,0,NA,"le, travail, realise",9,9,9,9,9,10,7,7,0,0,
TOU12,toulouse,12,C,1,10,emp_qualifie,1,1,1,5,5,4,0,TE,8,10,8,10,8,8,9,8,5,5,4,7,7,5,4,7,8,5,5,5,7,7,9,7,5,6,5,3,3,3,3,3,3,7,3,9,7,9,1,7,3,7,7,1,3,0,0,0,3,2,2,2,2,8,1,8,2,8,2,5,0,"trop, court, pour, un, approfondissement, indispensable, des, propositions, faites",NA,4,1,2,5,8,8,2,8,0,0,
TOU12,toulouse,12,D,NA,9,retraite,0,0,0,0,0,0,0,TE,10,NA,NA,NA,10,6,9,8,5,7,8,2,7,6,6,6,8,5,0,0,8,8,8,5,9,9,9,7,9,9,NA,NA,9,9,0,10,10,10,8,9,NA,6,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
TOU12,toulouse,12,E,1,3,emp_qualifie,0,0,0,1,1,1,1,TE,10,10,10,10,10,10,9,9,6,7,6,NA,8,8,7,8,7,2,10,10,7,7,7,10,8,9,8,9,9,7,10,0,10,6,0,10,7,10,7,8,5,9,7,2,10,9,1,4,8,9,4,5,0,10,9,9,6,7,5,5,0,"il, a, fallu, realiser, et, mettre, tous, ces, moyens, alors, q'un, RIC, sur, certains, themes, auraient, suffit","le, groupe, de, travail, arriver, a, un, consensus, sur, chaque, point, aborde, le, debat, sur, tous, ces, differents, sujets",10,7,10,10,10,10,10,10,0,0,
TOU12,toulouse,12,F,1,9,cadre,0,0,0,0,0,0,0,TE,4,9,7,10,5,9,7,9,1,7,6,9,5,8,5,9,8,5,5,5,7,7,7,7,NA,6,5,6,5,1,5,5,7,7,0,5,5,5,0,8,0,8,0,5,5,0,0,0,5,0,10,0,0,10,0,10,0,10,0,5,0,"pas, deplu, mais, une, reserve, je, pense, que, nous, cherchons, instinctivement, le, consensus, et, que, ca, peut, conduire, a, edulcorer, les, positions, de, chacun","la, creativite, de, certains, et, le, plaisir, de, tous, a, discuter, ensemble, la, bonne, humeur",7,5,10,5,10,7,7,7,0,0,
TOU12,toulouse,12,G,1,8,NA,0,1,1,2,2,2,2,TE,8,10,10,10,10,10,10,10,5,6,7,8,9,10,7,10,10,10,10,10,4,9,10,10,6,10,10,6,10,10,0,0,10,10,8,9,5,10,10,10,0,10,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
TOU13,toulouse,13,A,0,5,agriculteur,2,1,0,0,0,0,0,ESP,10,5,10,4,7,6,8,8,10,5,6,6,5,5,7,6,7,7,7,7,10,10,10,10,5,4,5,6,2,3,3,8,3,4,8,6,4,5,4,4,3,7,2,2,6,5,5,4,5,7,4,5,7,6,4,5,6,5,4,6,1,NA,"la, soiree",6,8,4,4,7,6,5,5,0,0,
TOU13,toulouse,13,B,1,8,cadre,1,0,0,7,5,2,4,ESP,9,9,6,7,9,7,6,8,6,7,4,5,7,7,3,5,3,4,6,8,6,7,8,9,6,9,5,7,6,1,5,3,8,3,0,8,5,8,5,10,1,7,2,8,8,1,5,2,10,9,5,6,6,9,8,10,2,8,1,8,1,"la, remise, en, cause, par, certains, participants, de, la, methode, proposee, perte, de, temps, et, d'energie","les, opinions, meme, difficiles, a, exprimer, ont, ete, dites, et, ecoutees",8,9,9,9,9,5,8,10,0,0,
TOU13,toulouse,13,C,0,9,emp_qualifie,3,1,1,6,6,9,8,ESP,5,5,9,5,5,7,8,3,7,6,8,6,5,8,9,3,3,3,3,3,3,6,8,10,10,8,8,8,9,1,1,1,5,5,5,2,2,5,5,9,5,9,5,10,10,1,5,3,8,8,7,10,9,2,0,8,7,7,8,4,0,"methodologie, a, revoir, non, pertinente, cloisonne, a, un, sujet, survol, et, generalisation, des, non, specialistes, vont, decider, pour, les, autres",l'organisation,2,5,2,6,2,6,3,3,0,0,
TOU13,toulouse,13,D,1,5,cadre,0,0,0,8,8,0,0,ESP,10,10,4,1,10,9,6,4,9,8,4,1,9,6,4,5,8,6,8,9,7,6,10,9,7,9,4,NA,7,9,3,6,5,10,9,8,7,9,4,7,7,6,5,6,4,5,6,7,9,10,8,9,5,6,8,9,7,9,5,7,1,"difficulte, d'ecoute, entre, les, particpants","challenge, de, convaincre, des, personnes, avec, des, visions, differentes, pas, evident, finalement, de, produire, des, solutions, repondant, aux, enjeux, actuels",9,10,8,8,7,8,8,10,0,0,
TOU13,toulouse,13,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESP,NA,NA,NA,NA,10,10,9,6,NA,NA,NA,NA,9,6,9,8,NA,NA,NA,NA,10,10,10,10,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,8,6,8,9,3,10,10,3,0,10,2,8,6,10,0,NA,NA,3,1,8,9,5,2,9,10,0,0,
TOU13,toulouse,13,F,1,8,cadre,0,0,1,4,6,6,5,ESP,7,7,7,8,5,7,8,8,5,5,5,5,5,5,6,7,4,6,7,5,5,7,7,7,3,6,4,5,9,3,2,3,2,7,2,5,4,7,6,7,4,7,4,5,7,3,4,3,6,8,6,8,6,7,6,8,3,8,3,8,0,"la, rapidite, avec, laquelle, tout, cela, s'est, deroule, il, aurait, fallu, plus, de, temps, la, question, posee, a, fin, de, l'apres-midi, inutile, perte, de, temps","la, qualite, des, animateurs, et, facilitateurs, l'attention, portee, a, ce, que, les, opinions, soient, exprimees",8,7,8,5,7,6,7,9,0,0,
TOU13,toulouse,13,G,0,10,cadre,2,0,0,10,10,10,10,ESP,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,4,2,0,10,10,10,10,10,10,10,10,10,5,5,10,10,10,10,5,0,0,0,10,10,10,0,0,10,10,0,10,10,10,0,0,0,NA,NA,8,0,0,0,8,10,5,10,1,0,
TOU13,toulouse,13,G,0,0,intermediaire,0,1,0,0,0,0,0,ESP,10,10,7,5,NA,NA,NA,NA,8,8,6,5,NA,NA,NA,NA,8,8,8,8,NA,NA,NA,NA,2,NA,0,NA,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,
TOU14,toulouse,14,A,0,6,cadre,0,0,0,8,7,5,2,ESP,7,6,3,5,9,7,6,8,7,6,3,5,7,7,3,5,6,6,8,5,7,3,9,7,8,8,8,5,8,2,2,4,7,8,4,8,5,7,6,8,2,5,0,2,9,1,1,2,7,5,6,3,5,8,10,8,1,8,0,8,1,"certains, esprits, egocentriques, des, participants","la, methode",8,8,9,6,8,8,10,8,0,0,
