table_code,city,table_nbr,place_let,gender,pol_interest ,occupation,partic_past,responsabilite_pol ,grand_débat,rens_pre_eco ,rens_pre_dem ,rens_pre_fis ,rens_pre_etat ,theme,int_pre_eco ,int_pre_dem ,int_pre_fis ,int_pre_etat ,int_post_eco ,int_post_dem ,int_post_fis ,int_post_etat ,know_pre_eco ,know_pre_dem ,know_pre_fis ,know_pre_etat ,know_post_eco ,know_post_dem ,know_post_fis ,know_post_etat ,cx_pre_eco ,cx_pre_dem ,cx_pre_fis ,cx_pre_etat ,cx_post_eco ,cx_post_dem ,cx_post_fis ,cx_post_etat ,conf_trans_pre ,conf_trans_post ,conf_prise_pre ,conf_prise_post ,temps_exp_pre,oser_pre,ecoute_pre,perso_pre,sincere_pre,diff_op_pre,revendic_pre,diff_consensus_pre,change_avis_pre,respect_pre,concret_pre,discuss_pre,desaccord_aime_pre,desaccord_stimule_pre,homogen_pre,confiance_pre,temps_exp_post,oser_post,ecoute_post,perso_post,sincere_post,diff_op_post,revendic_post,diff_consensus_post,change_avis_post,respect_post,concret_post,discuss_post,desaccord_aime_post,desaccord_stimule_post,homogen_post,confiance_post,chgt_avis,deplu_quali,surplis_quali,sat_level_gen,sat_level_rythme,sat_level_exp,sat_level_info,sat_level_qual,doubl,appris,systematisation,double_answer,theme_diff,
DIJ 1,Dijon,1,C,0,7,cadre,0,0,0,0,0,0,0,ESP,5,6,7,7,7,9,7,7,3,3,3,3,3,4,3,4,8,6,6,7,9,9,3,5,6,3,5,4,4,4,2,5,4,2,2,10,3,8,1,10,3,9,1,6,10,9,1,1,9,3,8,1,1,8,1,10,0,NA,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
DIJ 1,Dijon,1,F,1,10,intermediaire,NA,0,1,NA,NA,NA,8,ESP,8,7,6,8,8,6,8,8,5,5,5,6,5,5,5,5,5,5,5,5,7,7,7,NA,7,7,7,7,8,2,2,2,8,8,1,6,4,10,9,7,2,7,3,8,7,0,3,4,7,7,2,3,2,8,7,8,5,8,6,8,0,NA,"les,echanges,autour,du,theme,l,ecoute,de,chacun",7,6,8,8,8,7,5,8,0,0,
DIJ 1,Dijon,1,G,0,8,NA,1,0,1,2,2,8,8,ESP,1,5,10,10,5,4,8,NA,2,5,7,9,3,8,7,9,8,8,3,2,NA,NA,NA,NA,5,3,5,5,8,0,5,5,5,9,5,3,5,8,4,8,4,8,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
DIJ 1,Dijon,1,H,1,7,artisan,0,0,0,0,0,0,NA,ESP,6,6,8,8,6,5,8,8,6,7,10,8,6,5,8,8,10,7,10,9,8,6,8,8,6,6,6,6,7,8,8,6,8,8,5,10,5,8,6,7,6,8,5,6,8,0,0,5,8,8,5,6,5,8,6,7,0,8,5,7,0,NA,NA,7,5,7,6,8,7,5,5,0,0,
DIJ 9,Dijon,9,B,0,3,fonctionnaire,0,0,0,4,4,4,4,TE,8,6,8,6,8,7,8,7,4,4,5,5,4,4,5,5,5,5,5,5,10,8,8,8,4,3,4,3,5,0,0,0,3,5,0,0,1,8,3,6,3,0,2,4,8,0,0,0,7,0,3,0,0,10,2,8,2,7,2,6,0,"le,choix,de,la,methodologie","la,cohesion,de,groupe",5,8,8,3,7,10,3,5,0,0,
DIJ 9,Dijon,9,C,0,8,artisan,1,0,0,0,0,0,0,TE,10,3,8,10,10,5,7,10,6,4,5,6,5,3,5,5,5,5,5,5,8,8,8,8,2,5,2,5,5,0,5,8,7,5,5,8,5,5,3,8,6,3,3,3,7,8,3,1,9,NA,9,5,5,9,3,9,5,10,2,3,0,"le,cote,reducteur,dans,le,choix,des,themes","la,richesse,des,echanges,et,le,respects,des,participants",7,4,9,NA,5,6,5,10,0,0,
DIJ 9,Dijon,9,D,1,5,cadre,0,0,1,6,0,5,0,TE,5,9,8,7,7,3,10,3,3,7,8,6,6,0,8,6,5,5,5,6,6,5,5,6,6,7,5,4,8,1,5,2,7,7,0,6,3,8,2,6,5,5,4,7,5,0,4,4,3,5,5,6,6,8,4,7,5,5,5,5,0,oraganisation,"qualite,des,debats",6,5,6,5,6,6,6,7,0,0,
DIJ 9,Dijon,9,E,1,5,cadre,0,0,0,0,0,0,0,TE,8,8,8,8,10,10,9,8,5,5,3,3,8,7,5,5,5,7,9,8,1,4,5,5,8,5,8,5,9,2,0,2,9,10,0,8,8,9,6,10,1,10,0,9,8,0,0,1,10,1,1,2,0,10,5,8,1,8,3,5,0,"fin,=,vote,=,long","consensus,des,debats",8,6,9,9,10,8,3,10,0,0,
DIJ 9,Dijon,9,F,1,5,fonctionnaire,0,0,0,2,8,8,10,TE,5,9,7,10,8,10,10,10,5,7,7,7,6,9,9,9,8,8,7,8,9,10,9,8,8,8,8,6,8,10,8,2,9,7,4,8,4,9,8,10,3,8,8,8,8,1,1,1,8,8,1,2,2,9,6,9,1,9,1,7,0,NA,"le,contact,facile,avec,les,encadrants,et,les,participants",9,6,9,8,8,8,8,9,0,0,
DIJ 9,Dijon,9,G,1,10,intermediaire,4,0,1,8,4,3,3,TE,10,10,10,10,10,10,10,10,7,4,3,3,7,4,3,3,10,10,10,10,10,10,10,10,2,5,1,1,3,4,2,5,5,7,7,3,3,6,1,5,5,5,6,5,7,1,1,1,9,4,5,4,5,10,0,9,2,9,5,4,0,"le,peu,d,espoir,d,etre,entendu","les,participants,defendant,l,interet,general",5,5,6,3,9,7,7,10,0,0,
DIJ 13,Dijon,13,B,1,7,emp_qualifie,0,0,0,5,5,7,7,DC,6,6,6,7,7,7,8,6,5,7,5,4,5,7,6,6,5,5,7,7,5,5,5,5,7,7,8,7,8,3,2,0,2,3,0,8,1,9,9,9,5,9,1,6,7,4,2,2,9,2,0,0,0,9,8,8,3,8,5,6,NA,"pas,super,la,salle,et,le,chauffage","convivialite,et,interets,des,echanges",9,9,9,9,9,9,9,10,0,0,
DIJ 13,Dijon,13,D,0,9,retraite,0,0,0,2,2,3,2,DC,9,7,9,9,8,9,8,9,7,6,7,6,7,7,7,7,8,7,6,8,NA,7,NA,NA,6,7,6,4,8,9,6,7,9,8,2,7,6,9,4,9,6,8,7,9,9,0,0,0,9,5,8,2,1,9,5,9,5,7,7,8,1,"manque,de,temps,pour,aborder,d,autres,themes","accueil,agreable,et,conviviale",8,7,9,8,8,9,7,9,0,0,
DIJ 13,Dijon,13,E,0,8,retraite,NA,0,0,6,6,9,9,DC,7,8,8,10,10,10,10,10,5,8,7,8,5,7,7,7,10,10,10,10,7,7,7,7,9,9,9,7,5,10,3,0,6,10,5,5,5,7,5,10,10,10,0,5,8,10,10,0,7,6,6,0,5,10,5,10,0,5,5,5,0,NA,"l,organisation",10,10,10,10,10,10,7,10,0,0,
DIJ 13,Dijon,13,H,1,7,cadre,0,0,1,5,5,7,7,DC,3,9,9,8,3,9,8,8,5,5,5,5,6,6,6,6,2,2,2,2,NA,7,NA,NA,7,6,3,6,8,8,1,8,2,2,5,9,10,5,8,0,10,1,10,10,10,0,0,2,8,7,6,1,0,0,10,5,6,1,2,5,0,"la,repartition,du,buffet","bienveillance,et,motivation,des,participants",9,7,8,7,9,9,8,9,0,0,
DIJ 13,Dijon,13,A,0,8,retraite,2,1,2,7,7,7,NA,DC,NA,9,NA,NA,9,9,9,9,8,9,9,9,7,9,7,8,9,9,9,9,8,3,8,8,9,7,9,7,8,0,0,2,9,9,3,4,4,9,9,10,0,10,0,8,9,0,0,0,10,0,NA,0,0,10,5,10,0,9,0,10,0,NA,NA,9,8,10,5,10,10,8,7,0,0,
DIJ 13,Dijon,13,F,1,NA,retraite,0,0,0,7,NA,NA,NA,DC,NA,8,NA,NA,10,9,7,6,7,6,7,6,7,6,7,6,NA,NA,NA,NA,NA,8,NA,NA,6,7,6,7,9,1,1,1,9,6,1,1,1,9,5,8,5,6,5,8,9,2,2,10,8,7,6,10,NA,10,6,7,8,8,6,8,NA,NA,NA,9,8,10,9,9,9,7,10,0,0,
DIJ 13,Dijon,13,G,1,8,cadre,1,0,0,6,5,5,3,DC,9,8,8,7,10,8,8,8,7,8,7,6,7,9,7,7,5,5,8,8,2,3,9,9,8,10,8,10,10,1,7,5,9,7,1,3,6,9,9,10,0,5,5,10,8,0,5,2,9,10,8,3,3,9,7,9,4,9,8,7,0,"des,propositions,parfois,utopiques,decues,par,la,synthese,deperdition,des,argumentaires","debat,respectueux,des,uns,envers,les,autres,volonte,de,contribuer,a,la,reflexion,collective",7,7,8,8,9,9,7,8,0,0,
DIJ 10,Dijon,10,A,0,5,artisan,0,0,0,4,4,4,4,TE,6,7,7,7,8,NA,NA,NA,5,6,5,5,7,NA,NA,NA,5,6,6,5,7,NA,NA,NA,7,6,7,6,5,5,5,4,5,5,6,5,4,5,5,6,5,5,5,5,7,2,4,4,7,3,7,2,5,7,5,4,4,5,5,6,0,NA,"bonne,ambiance,generale,et,bon,debat",7,6,7,6,7,6,5,5,0,0,
DIJ 10,Dijon,10,H,1,8,cadre,0,0,0,7,6,4,6,TE,8,8,7,8,8,8,8,8,7,8,5,7,6,7,6,5,10,10,10,10,8,6,5,7,7,7,7,7,5,2,4,5,5,8,6,8,5,8,6,8,3,8,4,8,6,3,3,4,4,7,2,3,3,8,6,8,2,8,2,7,0,"salle,et,sieges","les,echanges",8,7,8,7,8,7,6,8,0,0,
DIJ 10,Dijon,10,A,0,8,cadre,0,0,0,7,7,7,7,TE,10,10,10,10,9,7,10,7,5,5,5,5,6,4,6,4,8,5,8,8,8,8,8,8,6,8,3,5,7,0,7,7,5,7,0,8,7,5,4,8,8,9,3,2,10,0,10,0,9,10,8,3,0,10,5,10,0,9,5,5,0,localisation,"qualite,des,echanges,dans,ce,groupe,plutot,heterogene",10,9,10,9,10,10,7,10,0,0,
DIJ 10,Dijon,10,B,1,7,intermediaire,1,0,0,4,3,4,2,TE,5,9,9,7,10,5,10,8,5,7,7,4,4,7,5,2,10,7,8,9,9,7,9,10,5,5,3,5,6,4,2,2,8,7,1,4,5,8,4,8,3,7,7,7,10,2,0,0,9,5,7,0,0,10,5,2,9,2,9,4,0,"les,sieges,et,la,salle","mon,groupe",10,9,10,9,NA,10,7,10,0,0,
DIJ 10,Dijon,10,C,1,5,emp_qualifie,0,0,0,4,4,4,4,TE,9,9,8,8,9,9,3,5,3,6,6,NA,8,6,3,5,5,5,5,5,2,2,8,8,5,7,5,7,5,5,5,8,8,8,0,5,3,5,5,5,5,5,0,5,7,3,0,0,10,5,8,0,0,10,7,8,2,8,0,8,0,rien,"l,ambiance,de,mon,groupe",8,8,8,8,8,10,7,8,0,0,
DIJ 10,Dijon,10,D,1,10,cadre,2,0,0,8,8,4,7,TE,10,10,9,9,10,10,8,9,7,6,4,9,6,8,4,8,9,10,8,7,9,9,9,9,4,5,4,5,4,2,2,3,5,5,5,5,7,8,2,9,3,10,4,9,8,0,0,0,9,1,4,1,0,10,5,10,2,8,2,8,0,"remplir,tous,ces,questionnaires","qualite,des,echanges,respect,de,chacun",9,5,9,5,9,10,5,9,0,0,
DIJ 10,Dijon,10,E,0,10,cadre,1,1,0,0,0,0,0,TE,7,8,8,10,10,9,4,9,8,8,5,10,9,7,2,8,10,10,10,10,10,9,2,7,1,2,0,2,8,0,0,5,10,6,3,10,6,6,0,10,2,10,0,3,8,0,0,0,9,8,5,7,1,9,4,9,1,9,2,6,0,"qualite,des,chaises",NA,7,8,8,10,9,10,6,5,0,0,
DIJ 10,Dijon,10,G,0,8,NA,1,0,0,5,5,6,6,TE,4,8,8,8,4,7,7,7,4,7,7,7,4,7,7,7,5,5,6,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,3,3,7,5,5,6,6,5,5,5,5,5,5,5,1,NA,NA,5,8,8,7,7,7,5,5,0,0,
DIJ 11,Dijon,11,A,1,2,sans_emploi,0,0,0,5,1,1,1,TE,10,10,4,6,10,10,4,5,5,4,2,3,5,5,2,4,7,5,9,6,9,9,10,7,5,5,5,5,4,0,5,5,5,5,0,3,3,7,8,8,3,7,7,2,0,0,5,7,7,7,1,9,7,4,3,7,2,4,1,9,1,"pas,assez,de,temps,pour,developper,les,idees,hors,coupure,dans,la,reflexion","l,investissement,les,echanges,et,l,ecoute",5,1,5,4,6,7,3,4,0,0,
DIJ 11,Dijon,11,B,0,10,cadre,1,0,0,7,7,7,7,TE,7,9,9,10,6,7,9,9,5,8,7,7,6,8,6,6,NA,NA,NA,NA,8,7,7,7,7,7,7,5,6,5,7,NA,3,7,8,6,6,5,7,6,9,3,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
DIJ 11,Dijon,11,C,0,9,retraite,2,0,0,5,5,5,5,TE,7,9,8,8,7,7,7,6,7,7,7,7,7,8,6,7,7,7,7,7,3,5,5,5,4,6,4,4,5,7,7,4,4,8,1,9,9,5,4,9,2,9,2,5,8,2,2,3,8,8,5,7,3,7,5,9,2,6,2,5,0,NA,NA,7,4,7,7,8,6,6,8,0,0,
DIJ 11,Dijon,11,D,1,6,retraite,0,0,0,0,0,0,0,TE,8,5,8,8,7,7,6,7,5,5,6,6,6,5,6,5,7,7,8,7,NA,NA,NA,NA,8,NA,6,NA,4,2,5,4,6,7,6,4,5,7,5,7,4,7,6,5,NA,0,1,0,1,5,3,5,1,7,7,6,4,6,3,5,0,"demande,d,un,regime,special,non,pris,en,compte,le,jour,meme","la,convivialite,l,interets,des,participants,sur,les,sujets,proposes",7,7,8,7,8,8,8,6,0,0,
DIJ 11,Dijon,11,F,0,8,intermediaire,1,0,0,8,5,4,4,TE,10,7,4,6,9,9,4,6,9,5,4,7,9,NA,4,6,8,8,8,8,NA,NA,NA,NA,4,6,5,5,5,5,8,7,8,8,9,8,9,9,9,6,8,7,8,8,3,4,7,6,9,9,8,9,8,9,7,7,8,7,7,8,0,NA,"qualite,des,dialogues",8,4,7,9,7,9,7,9,0,0,
DIJ 11,Dijon,11,G,NA,7,retraite,2,0,0,0,0,0,2,TE,8,8,8,8,9,6,8,7,8,8,8,8,7,7,7,7,3,0,0,0,7,7,7,7,0,7,0,5,9,0,5,8,5,5,6,9,9,5,5,9,5,9,5,1,8,6,6,7,8,7,8,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
DIJ 12,Dijon,12,H,0,5,cadre,0,0,1,NA,NA,NA,NA,TE,8,5,3,5,6,NA,NA,NA,6,5,0,0,5,NA,NA,NA,6,5,5,5,5,NA,NA,NA,5,3,5,3,7,2,2,2,6,9,1,5,3,7,5,9,1,5,5,5,8,7,3,3,8,8,8,8,5,9,5,9,9,9,3,7,1,"la,salle","les,rencontres",9,9,9,6,9,9,9,9,0,0,
DIJ 12,Dijon,12,A,0,8,emp_qualifie,NA,1,0,0,0,0,0,TE,8,8,8,8,10,9,9,9,9,7,6,7,9,7,6,7,6,4,2,4,8,6,6,7,8,8,4,2,6,0,1,1,10,3,5,6,2,8,2,10,1,9,4,8,10,0,1,1,9,2,6,1,1,9,3,9,1,9,2,8,0,NA,NA,7,4,10,0,10,NA,0,8,0,0,
DIJ 12,Dijon,12,B,1,4,emp_qualifie,0,0,0,9,5,5,5,TE,9,5,4,5,10,9,3,7,5,5,3,5,8,8,4,5,5,5,5,5,8,3,NA,5,5,4,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,2,5,5,5,0,0,0,4,8,0,9,1,7,1,NA,NA,5,4,8,3,7,5,9,8,0,0,
DIJ 12,Dijon,12,C,0,5,cadre,0,0,0,0,0,0,0,TE,8,7,2,5,10,7,5,5,7,6,6,6,8,6,8,6,10,10,10,10,10,10,10,10,5,8,5,8,6,5,2,2,8,7,0,5,1,8,8,8,1,8,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"liberte,d,expression,qualite,des,echanges",8,5,8,8,8,8,8,10,0,0,
DIJ 12,Dijon,12,E,1,5,retraite,1,1,0,8,8,5,8,TE,10,9,2,9,9,9,2,9,6,5,2,5,8,5,2,5,9,8,10,9,10,10,10,10,8,8,8,8,6,2,6,2,8,10,0,8,5,8,8,8,5,8,0,8,9,0,1,0,10,6,NA,0,2,10,3,7,5,8,0,8,0,NA,"les,echanges,interessants,et,la,courtoisie,des,participants",9,8,9,9,10,8,8,10,0,0,
DIJ 12,Dijon,12,F,0,8,retraite,1,1,2,1,NA,NA,NA,TE,8,NA,NA,NA,10,NA,NA,NA,8,NA,NA,NA,8,NA,NA,NA,8,NA,NA,NA,8,NA,NA,NA,5,4,1,0,8,0,5,5,5,10,8,5,5,8,0,10,5,10,0,5,10,0,0,0,10,5,5,0,0,10,0,10,5,10,5,8,0,"le,site,froid,peu,confortable","la,convivialite",8,5,10,10,10,8,8,8,0,0,
DIJ 12,Dijon,12,G,0,5,ouv_qualifie,0,0,0,0,0,0,0,TE,4,8,7,9,1,1,9,9,5,6,6,8,2,2,9,9,5,NA,5,5,8,8,3,3,5,8,7,10,5,5,6,7,8,8,9,8,7,6,6,7,4,3,5,5,2,4,1,5,6,7,3,7,8,8,8,8,9,10,1,6,o,NA,"le,hasard,des,tables",0,10,7,6,8,3,10,10,0,0,
NAN1,Nantes,NAN1,A,1,7,cadre,0,0,0,3,2,2,2,ESP,9,9,9,8,9,9,8,9,8,9,8,9,8,9,8,9,8,5,7,6,3,5,6,7,2,2,0,2,3,1,4,7,7,8,5,7,5,6,3,6,4,5,4,6,1,1,5,6,7,7,5,4,6,4,3,6,4,5,4,6,0,la_limitation_des_debats_ne_pas_pouvoir_debattre_de_tous_les_themes_l_aspect_scolaire,L_absence_de_positions_extremistes_et_securitaires_La_diversite_des_citoyens_presents,5,3,2,6,NA,8,0,5,0,0,
NAN1,Nantes,NAN1,B,1,5,retraite,0,0,0,0,0,0,0,ESP,3,4,8,8,3,5,8,5,0,0,0,0,3,3,2,4,10,10,10,10,10,10,10,10,3,7,0,2,8,0,2,2,9,10,5,10,3,10,0,9,2,8,5,9,2,2,5,2,9,5,5,1,2,9,1,10,1,8,7,8,0,le_fait_de_ne_pas_pouvoir_s_exprimer_sur_l_ensemble_des_themes_choisis,l_adhesion_des_personnes_presents_aux_services_public,7,4,7,3,6,8,6,6,0,0,
NAN1,Nantes,NAN1,C,0,8,autre,0,0,0,0,0,0,0,ESP,10,9,9,10,10,8,9,10,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,5,8,5,8,5,8,7,6,5,5,5,5,6,6,6,6,5,5,7,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,0,8,1,NA,NA,8,8,8,8,8,8,10,NA,0,0,
NAN1,Nantes,NAN1,D,1,7,autre,1,0,3,9,3,9,3,ESP,8,10,10,8,9,10,8,10,8,6,4,6,8,6,4,6,10,10,10,10,9,8,10,10,8,8,5,5,3,1,2,2,9,7,5,10,2,9,5,10,2,8,5,8,4,0,0,0,10,2,5,7,7,10,2,10,2,8,2,9,NA,L_idee_que_parfois_on_enfonce_des_portes_ouvertes_Les_propositions_que_l_on_fait_sont_parfois_trop_hors contexte,la_qualite_de_l_ecoute_de_tous_les_participants,7,6,9,3,9,8,7,9,0,0,
NAN1,Nantes,NAN1,E,0,8,retraite,2,0,0,6,8,6,7,ESP,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,7,3,3,5,3,3,3,5,3,7,8,5,6,8,2,7,5,7,7,10,7,7,7,6,8,2,10,3,5,8,0,3,2,8,7,8,5,6,9,6,8,3,10,3,5,1,le_sentiment_de_glisser_doucement_vers_des_solutions_deja_totalement_integres_par_notre_gouvernement_voire_deja_mises_en_place_partiellement_par_les_precedents_gouvernements,le_respect_mutuel_des_participants_l_animation_et_la_methodologie,8,8,10,8,10,8,5,2,0,0,
NAN1,Nantes,NAN1,F,0,8,cadre,3,1,1,7,7,6,7,ESP,8,8,8,8,8,8,8,8,7,6,5,6,7,6,5,6,8,7,8,8,7,9,9,8,5,9,5,6,3,1,4,7,3,7,7,7,6,7,2,8,7,8,5,5,9,1,1,2,8,8,8,3,3,8,4,9,2,8,1,8,0,peu_de_jeunes_et_de_diversite,l_implication_et_la_qualite_des_echanges,8,9,9,7,9,9,8,8,0,0,
NAN1,Nantes,NAN1,G,0,0,retraite,1,0,1,2,2,2,2,ESP,7,7,7,2,8,6,4,4,5,4,2,5,6,5,3,6,5,5,5,5,8,8,8,8,10,10,5,3,5,2,2,2,8,8,2,8,8,8,1,8,5,8,5,8,7,2,2,2,9,2,7,2,8,8,1,8,5,8,5,8,0,fatigue_sur_la_2e_journee,l_ecoute_le_respect_l_organisation_dans_le_timing,7,5,9,7,10,9,7,4,0,0,
NAN2,Nantes,NAN2,A,1,NA,intermediaire,1,1,0,0,0,0,0,ESP,7,10,10,7,10,10,8,9,7,7,4,5,7,7,4,5,10,10,10,10,10,10,10,10,8,10,7,6,6,10,7,6,9,8,1,8,5,4,2,8,3,6,2,5,10,0,0,2,1,4,7,5,5,9,5,9,3,8,1,7,0,la_convergence_des_idees_manque_de_nouveaute,l_ouverture_des_debats_la_convergene_des_idees_consensus_societal_organisation_bien_et_materielle_mal_et_timing_mal,8,10,9,5,10,10,6,7,0,0,
NAN2,Nantes,NAN2,B,0,8,retraite,1,1,1,5,5,6,6,ESP,9,6,6,9,5,8,9,9,7,7,7,7,7,7,7,7,8,7,7,5,4,5,5,6,8,6,4,6,6,1,8,6,8,9,1,9,6,9,5,9,4,9,3,9,8,2,2,2,8,8,7,3,8,9,4,9,2,8,3,9,0,densite_des_sujets_aborde,investissement_personnels_des_participants_avec_force_e_propositions,9,6,9,9,9,9,8,8,0,0,
NAN2,Nantes,NAN2,C,1,6,sans_emploi,0,0,0,7,6,5,5,ESP,6,10,6,6,9,6,6,6,5,4,4,4,NA,NA,NA,NA,6,6,6,7,6,NA,NA,NA,7,8,7,8,NA,1,0,6,5,10,6,6,6,5,6,9,6,6,4,7,10,0,0,0,9,1,5,0,0,10,6,9,3,7,0,8,NA,certains_sujets_choisis_par_les_tables_Certaines_tables_sont_allées_plus_dans_le_concret_et_d_autres_sont restes_dans_le_genaral,l_organisation_la_convivialite_le_travail_effectue,9,9,9,8,9,10,8,10,0,0,
NAN2,Nantes,NAN2,D,0,7,intermediaire,0,0,0,0,0,0,0,ESP,7,5,7,10,4,8,10,8,5,5,8,7,5,7,NA,7,8,8,8,8,9,7,5,7,7,6,7,6,5,2,2,4,8,10,5,8,5,9,5,8,2,8,5,4,3,5,6,5,5,7,6,8,7,6,4,7,5,6,5,4,0,contrainte_de_ne_pouvoir_s_exprimer_que_pur_1_seul_des_4_themes,nouvelles_idees_pas_entendues_dans_les_medias,7,7,7,6,7,8,6,6,0,0,
NAN2,Nantes,NAN2,E,1,8,intermediaire,0,0,0,8,8,8,8,ESP,8,5,8,8,5,9,10,10,5,8,8,8,5,5,5,5,10,10,10,10,5,9,10,10,10,3,10,10,10,0,4,3,7,10,0,8,8,10,10,5,10,8,8,8,10,0,0,0,10,10,5,4,3,10,4,10,2,10,4,8,1,d_etre_contrainte_sur_sujet_unique_je_souhaite_connaitre_la_suite_de_tout_ca,le_temps_de_parole_et_l_organisation_et_la_logistique_BRAVO,10,10,10,10,10,10,8,10,0,0,
NAN2,Nantes,NAN2,F,0,7,retraite,0,0,0,5,5,5,5,ESP,8,NA,9,8,8,10,5,8,5,7,4,6,5,8,5,5,NA,NA,NA,NA,7,6,4,8,3,6,3,8,5,5,5,8,8,7,8,5,6,8,5,8,8,3,NA,10,5,5,3,3,3,5,6,3,3,7,5,7,5,7,3,5,1,les_sujets_actuels_sur_le_pouvoir_d_achat_ISF_les_80_km_non_abordes,les_echanges_plutot_communs,6,5,8,6,8,8,6,7,0,0,
NAN2,Nantes,NAN2,G,1,6,sans_emploi,0,0,2,2,2,2,2,ESP,7,6,7,7,10,10,6,10,7,7,7,7,7,7,7,8,5,7,4,5,5,4,8,6,5,5,5,4,3,8,5,5,5,9,5,10,5,5,5,10,5,10,0,6,10,3,0,0,3,10,7,3,5,5,5,10,0,10,0,5,0,la_non_venue_de_Mame_Rolland,la_venu_de_Mr_de_Rugy,7,7,7,6,7,10,10,10,0,0,
NAN3,Nantes,NAN3,A,0,6,artisan,0,0,0,0,0,0,0,ESP,6,9,5,8,6,5,8,6,7,5,5,5,7,5,5,5,8,8,8,8,8,8,8,8,3,8,5,0,5,0,0,5,5,8,0,10,3,5,3,8,5,5,3,6,5,0,0,2,8,2,0,2,1,8,0,8,5,5,3,6,0,exercice_malheureusement_sterile_Mais_c_est_un_debut,open_data,0,2,5,0,3,2,1,0,0,0,
NAN3,Nantes,NAN3,B,0,8,autre,0,0,1,6,4,6,4,ESP,6,8,6,8,6,6,7,6,5,5,6,5,6,6,7,7,6,5,6,5,4,5,6,5,6,5,5,6,6,5,2,4,6,6,5,4,4,7,5,9,3,8,0,8,8,6,0,1,8,7,6,7,2,8,2,8,3,7,2,7,0,le_manque_de_proposition_concretes_et_adaptees_a_la_situation_actuelle,la_qualite_des_debats,5,6,6,6,6,8,6,6,0,0,
NAN3,Nantes,NAN3,C,0,8,autre,1,0,0,1,1,0,1,ESP,7,10,NA,2,10,9,2,4,6,6,2,6,7,6,2,4,10,10,10,10,8,8,8,8,7,8,0,0,5,2,6,6,4,7,0,5,6,4,0,9,1,6,1,5,9,1,1,1,8,7,5,2,2,8,0,8,1,5,2,5,0,Le_fait_de_ne_pas_choisir_son_theme,l_absence_de_themes_nauseabonds_immigration_islam_etc_I_y_a_eut_plus_de_mesure_que_ce_a_quoi_je_m_attendais,7,6,8,7,8,8,6,8,0,0,
NAN3,Nantes,NAN3,D,0,8,emp_qualifie,0,0,0,0,0,0,0,ESP,6,7,7,7,5,10,10,6,3,8,7,6,3,10,8,8,7,7,7,7,5,0,10,10,10,10,10,NA,10,0,8,5,10,10,8,10,5,10,8,10,7,6,4,6,10,0,2,2,8,10,8,10,5,10,10,8,8,3,5,4,NA,la_proposition_sur_le_VAC_table_16,la_ponderation_des_propositions_en_majorite_et_de_ressentir_quels_citoyens_semblent_finalement_globalement_satisfait,10,10,10,10,9,10,5,NA,0,0,
NAN3,Nantes,NAN3,E,0,7,cadre,0,0,1,5,5,5,5,ESP,8,8,7,8,10,6,9,10,5,6,7,6,8,8,8,8,6,6,6,9,8,7,5,4,8,9,6,5,9,7,2,5,8,5,0,8,5,8,2,6,3,4,4,8,10,1,1,1,9,5,5,4,5,8,5,6,2,8,5,5,0,que_ce_soit_un_samedi,la_confrontation_des_opinions_et_un_etat_des_lieux_plutot_bon_de_l_etat_general_en_france,8,8,9,6,8,8,5,9,0,0,
NAN3,Nantes,NAN3,F,1,NA,intermediaire,0,0,0,0,0,0,0,ESP,6,9,6,6,9,7,7,6,6,6,6,6,7,7,8,8,2,2,NA,2,9,8,8,8,3,7,3,8,4,1,4,4,8,8,3,10,7,4,1,5,1,7,3,8,9,2,1,1,9,4,8,6,4,9,7,9,3,7,5,9,0,NA,empathie_des_participants,9,9,9,9,9,9,7,8,0,0,
